annotation_id,image_id,file_path,asset_id,asset_type,component,defect_type,severity_label,x,y,width,height,area,coco_image_id,coco_annotation_id
REAL-BRIDGE-IMG-0612-ANN-008,REAL-BRIDGE-IMG-0612,data/bridge_image/103_25a6aa3b-1205-4d48-a5e9-ddebd4910af6_jpg.rf.cB1PgrT1liaHxm4jOZj2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1862,314,698,172,120056,612,1145
REAL-BRIDGE-IMG-0612-ANN-009,REAL-BRIDGE-IMG-0612,data/bridge_image/103_25a6aa3b-1205-4d48-a5e9-ddebd4910af6_jpg.rf.cB1PgrT1liaHxm4jOZj2.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1858,526,364,118,42952,612,1146
REAL-BRIDGE-IMG-0613-ANN-001,REAL-BRIDGE-IMG-0613,data/bridge_image/Image_mine-2-_jpg.rf.lrXjkuSLdoHFaLVg4z4N.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,1407,530,1345,729,980505,613,1147
REAL-BRIDGE-IMG-0614-ANN-001,REAL-BRIDGE-IMG-0614,data/bridge_image/104_692cd5e2-36c5-4bce-ab18-3b7c2d5e5dd4_jpg.rf.RZaHnwlYXNMYAMNgxog9.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1378,776,164,44,7216,614,1148
REAL-BRIDGE-IMG-0614-ANN-002,REAL-BRIDGE-IMG-0614,data/bridge_image/104_692cd5e2-36c5-4bce-ab18-3b7c2d5e5dd4_jpg.rf.RZaHnwlYXNMYAMNgxog9.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,736,1236,32,82,2624,614,1149
REAL-BRIDGE-IMG-0615-ANN-001,REAL-BRIDGE-IMG-0615,data/bridge_image/103_70c4b0a9-753a-4346-9b40-1cdaa68c6c65_jpg.rf.kuZAzhuWwDTAi7S2dtPH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1320,1086,588,354,208152,615,1150
REAL-BRIDGE-IMG-0615-ANN-002,REAL-BRIDGE-IMG-0615,data/bridge_image/103_70c4b0a9-753a-4346-9b40-1cdaa68c6c65_jpg.rf.kuZAzhuWwDTAi7S2dtPH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1312,340,192,728,139776,615,1151
REAL-BRIDGE-IMG-0615-ANN-003,REAL-BRIDGE-IMG-0615,data/bridge_image/103_70c4b0a9-753a-4346-9b40-1cdaa68c6c65_jpg.rf.kuZAzhuWwDTAi7S2dtPH.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1356,30,126,84,10584,615,1152
REAL-BRIDGE-IMG-0616-ANN-001,REAL-BRIDGE-IMG-0616,data/bridge_image/104_09eef8ce-7ef1-47f1-bef4-2dd0dc7b88f0_jpg.rf.gi21M9PY7bx40cC4QCAD.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1062,0,268,1420,380560,616,1153
REAL-BRIDGE-IMG-0617-ANN-001,REAL-BRIDGE-IMG-0617,data/bridge_image/exposure-55-_jpg.rf.ytXqTuAXQDYoxbrk12lJ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1164,1054,906,106,96036,617,1154
REAL-BRIDGE-IMG-0618-ANN-001,REAL-BRIDGE-IMG-0618,data/bridge_image/104_8c9586ef-b58e-430c-aefa-b52bcf0c4cc3_jpg.rf.i7bOzAithrqTgjNq3cO8.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,0,608,2468,72,177696,618,1155
REAL-BRIDGE-IMG-0619-ANN-001,REAL-BRIDGE-IMG-0619,data/bridge_image/104_8ae93c3b-da31-4f8e-8ce0-c1b2b143e0d9_jpg.rf.olTeyyauXZasZiftiG3r.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,274,548,2172,476,1033872,619,1156
REAL-BRIDGE-IMG-0620-ANN-001,REAL-BRIDGE-IMG-0620,data/bridge_image/103_78aa02d3-0614-11ec-bd5e-a85e4515a1df_jpg.rf.Cs0xJvei9nSaJLOjTj50.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,122,1794,628,1126632,620,1157
REAL-BRIDGE-IMG-0620-ANN-002,REAL-BRIDGE-IMG-0620,data/bridge_image/103_78aa02d3-0614-11ec-bd5e-a85e4515a1df_jpg.rf.Cs0xJvei9nSaJLOjTj50.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1812,174,748,1266,946968,620,1158
REAL-BRIDGE-IMG-0621-ANN-001,REAL-BRIDGE-IMG-0621,data/bridge_image/Image_-9-_jpg.rf.oRL0jDevEnKaYX8RkCdB.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,65.5,3,189,253,47817,621,1159
REAL-BRIDGE-IMG-0622-ANN-001,REAL-BRIDGE-IMG-0622,data/bridge_image/2386.rf.EeeUbaUO4eGIl6s8ikLr.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,117,18,203,397,80591,622,1160
REAL-BRIDGE-IMG-0623-ANN-001,REAL-BRIDGE-IMG-0623,data/bridge_image/1649.rf.FQ3QFgmqRdaFpxKcfyAJ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,3.5,264.5,328,69,22632,623,1161
REAL-BRIDGE-IMG-0624-ANN-001,REAL-BRIDGE-IMG-0624,data/bridge_image/104_8ecbd05e-027c-4e40-ad8e-543eec6f127b_jpg.rf.Fa8vai8ARLxRXquK9syd.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1340,0,198,1434,283932,624,1162
REAL-BRIDGE-IMG-0624-ANN-002,REAL-BRIDGE-IMG-0624,data/bridge_image/104_8ecbd05e-027c-4e40-ad8e-543eec6f127b_jpg.rf.Fa8vai8ARLxRXquK9syd.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,0,0,374,1428,534072,624,1163
REAL-BRIDGE-IMG-0624-ANN-003,REAL-BRIDGE-IMG-0624,data/bridge_image/104_8ecbd05e-027c-4e40-ad8e-543eec6f127b_jpg.rf.Fa8vai8ARLxRXquK9syd.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,492,906,720,150,108000,624,1164
REAL-BRIDGE-IMG-0624-ANN-004,REAL-BRIDGE-IMG-0624,data/bridge_image/104_8ecbd05e-027c-4e40-ad8e-543eec6f127b_jpg.rf.Fa8vai8ARLxRXquK9syd.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,0,0,1292,142,183464,624,1165
REAL-BRIDGE-IMG-0625-ANN-001,REAL-BRIDGE-IMG-0625,data/bridge_image/104_45bc5fb0-7396-48e7-a4e1-593544cb5cd1_jpg.rf.FcLVeaFIl1FTYgaUS345.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,0,550,2560,192,491520,625,1166
REAL-BRIDGE-IMG-0626-ANN-001,REAL-BRIDGE-IMG-0626,data/bridge_image/103_32ca99b2-449f-405d-9389-4568125a8a30_jpg.rf.1cIZF0zqJbofx7t0cD51.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,306,510,322,606,195132,626,1167
REAL-BRIDGE-IMG-0626-ANN-002,REAL-BRIDGE-IMG-0626,data/bridge_image/103_32ca99b2-449f-405d-9389-4568125a8a30_jpg.rf.1cIZF0zqJbofx7t0cD51.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2054,86,338,572,193336,626,1168
REAL-BRIDGE-IMG-0626-ANN-003,REAL-BRIDGE-IMG-0626,data/bridge_image/103_32ca99b2-449f-405d-9389-4568125a8a30_jpg.rf.1cIZF0zqJbofx7t0cD51.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,772,0,104,184,19136,626,1169
REAL-BRIDGE-IMG-0626-ANN-004,REAL-BRIDGE-IMG-0626,data/bridge_image/103_32ca99b2-449f-405d-9389-4568125a8a30_jpg.rf.1cIZF0zqJbofx7t0cD51.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1052,310,68,30,2040,626,1170
REAL-BRIDGE-IMG-0627-ANN-001,REAL-BRIDGE-IMG-0627,data/bridge_image/3554.rf.6KIICOKL7ngkLic8yNSJ.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,198,0,61,416,25376,627,1171
REAL-BRIDGE-IMG-0628-ANN-001,REAL-BRIDGE-IMG-0628,data/bridge_image/103_9e270b44-21dc-4e9d-aa47-585c7040c360_jpg.rf.oDh4SSzhgdkNFDsubE22.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,564,602,1584,186,294624,628,1172
REAL-BRIDGE-IMG-0629-ANN-001,REAL-BRIDGE-IMG-0629,data/bridge_image/103_9a76e674-3a2c-4622-a163-fc6f70f581d2_jpg.rf.Y5NGPJ0b4mmrMmZ5K324.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2274,680,182,136,24752,629,1173
REAL-BRIDGE-IMG-0629-ANN-002,REAL-BRIDGE-IMG-0629,data/bridge_image/103_9a76e674-3a2c-4622-a163-fc6f70f581d2_jpg.rf.Y5NGPJ0b4mmrMmZ5K324.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1702,682,310,196,60760,629,1174
REAL-BRIDGE-IMG-0629-ANN-003,REAL-BRIDGE-IMG-0629,data/bridge_image/103_9a76e674-3a2c-4622-a163-fc6f70f581d2_jpg.rf.Y5NGPJ0b4mmrMmZ5K324.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,358,666,884,354,312936,629,1175
REAL-BRIDGE-IMG-0629-ANN-004,REAL-BRIDGE-IMG-0629,data/bridge_image/103_9a76e674-3a2c-4622-a163-fc6f70f581d2_jpg.rf.Y5NGPJ0b4mmrMmZ5K324.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,62,668,236,170,40120,629,1176
REAL-BRIDGE-IMG-0629-ANN-005,REAL-BRIDGE-IMG-0629,data/bridge_image/103_9a76e674-3a2c-4622-a163-fc6f70f581d2_jpg.rf.Y5NGPJ0b4mmrMmZ5K324.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,0,2046,668,1366728,629,1177
REAL-BRIDGE-IMG-0629-ANN-006,REAL-BRIDGE-IMG-0629,data/bridge_image/103_9a76e674-3a2c-4622-a163-fc6f70f581d2_jpg.rf.Y5NGPJ0b4mmrMmZ5K324.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,2096,534,94,34,3196,629,1178
REAL-BRIDGE-IMG-0630-ANN-001,REAL-BRIDGE-IMG-0630,data/bridge_image/103_8b814621-86e0-46c0-beb2-437519677763_jpg.rf.ByX23SDIcScH0yKNxW0I.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,930,0,1630,1354,2207020,630,1179
REAL-BRIDGE-IMG-0631-ANN-001,REAL-BRIDGE-IMG-0631,data/bridge_image/103_107a6692-fcfb-4ab0-acc4-3dacac8e25b0_jpg.rf.ExiTmye7zVEdI8kFph8G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,410.67,820.61,260.43,286.73,74673.094,631,1180
REAL-BRIDGE-IMG-0631-ANN-002,REAL-BRIDGE-IMG-0631,data/bridge_image/103_107a6692-fcfb-4ab0-acc4-3dacac8e25b0_jpg.rf.ExiTmye7zVEdI8kFph8G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1047.34,807.33,111.69,338.4,37795.896,631,1181
REAL-BRIDGE-IMG-0631-ANN-003,REAL-BRIDGE-IMG-0631,data/bridge_image/103_107a6692-fcfb-4ab0-acc4-3dacac8e25b0_jpg.rf.ExiTmye7zVEdI8kFph8G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1247.01,868.58,120.33,202.09,24317.49,631,1182
REAL-BRIDGE-IMG-0631-ANN-004,REAL-BRIDGE-IMG-0631,data/bridge_image/103_107a6692-fcfb-4ab0-acc4-3dacac8e25b0_jpg.rf.ExiTmye7zVEdI8kFph8G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1427.33,824,216.94,616,133635.04,631,1183
REAL-BRIDGE-IMG-0631-ANN-005,REAL-BRIDGE-IMG-0631,data/bridge_image/103_107a6692-fcfb-4ab0-acc4-3dacac8e25b0_jpg.rf.ExiTmye7zVEdI8kFph8G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1697.33,985.84,109.58,338.16,37055.573,631,1184
REAL-BRIDGE-IMG-0631-ANN-006,REAL-BRIDGE-IMG-0631,data/bridge_image/103_107a6692-fcfb-4ab0-acc4-3dacac8e25b0_jpg.rf.ExiTmye7zVEdI8kFph8G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1894,919.21,534.14,518.12,276748.617,631,1185
REAL-BRIDGE-IMG-0631-ANN-007,REAL-BRIDGE-IMG-0631,data/bridge_image/103_107a6692-fcfb-4ab0-acc4-3dacac8e25b0_jpg.rf.ExiTmye7zVEdI8kFph8G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,151.19,1004,52.14,346.94,18089.452,631,1186
REAL-BRIDGE-IMG-0631-ANN-008,REAL-BRIDGE-IMG-0631,data/bridge_image/103_107a6692-fcfb-4ab0-acc4-3dacac8e25b0_jpg.rf.ExiTmye7zVEdI8kFph8G.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,295.16,1055.13,35.5,98.87,3509.885,631,1187
REAL-BRIDGE-IMG-0632-ANN-001,REAL-BRIDGE-IMG-0632,data/bridge_image/exposure-89-_jpg.rf.g9YXusCzg9HDPjFvnluq.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,267.5,200.5,30,92,2760,632,1188
REAL-BRIDGE-IMG-0633-ANN-001,REAL-BRIDGE-IMG-0633,data/bridge_image/2396.rf.S2yhgbnQ6aBoXjEDvuJ4.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,0,185,416,37,15392,633,1189
REAL-BRIDGE-IMG-0633-ANN-002,REAL-BRIDGE-IMG-0633,data/bridge_image/2396.rf.S2yhgbnQ6aBoXjEDvuJ4.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,0,18.5,91,172,15652,633,1190
REAL-BRIDGE-IMG-0634-ANN-001,REAL-BRIDGE-IMG-0634,data/bridge_image/Image_-37-_jpg.rf.SUgkktoHpsgQGdWiTRUa.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,21.5,0,744,594,441936,634,1191
REAL-BRIDGE-IMG-0635-ANN-001,REAL-BRIDGE-IMG-0635,data/bridge_image/Image_mine-12-_jpg.rf.9qFS5xVhS2p3IfJA3tGV.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,449,1105,3583,432,1547856,635,1192
REAL-BRIDGE-IMG-0635-ANN-002,REAL-BRIDGE-IMG-0635,data/bridge_image/Image_mine-12-_jpg.rf.9qFS5xVhS2p3IfJA3tGV.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,3246,1408,248,480,119040,635,1193
REAL-BRIDGE-IMG-0635-ANN-003,REAL-BRIDGE-IMG-0635,data/bridge_image/Image_mine-12-_jpg.rf.9qFS5xVhS2p3IfJA3tGV.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,1588,1495,2084,490,1021160,635,1194
REAL-BRIDGE-IMG-0635-ANN-004,REAL-BRIDGE-IMG-0635,data/bridge_image/Image_mine-12-_jpg.rf.9qFS5xVhS2p3IfJA3tGV.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,1,1254,709,486,344574,635,1195
REAL-BRIDGE-IMG-0636-ANN-001,REAL-BRIDGE-IMG-0636,data/bridge_image/Image_-61-_jpg.rf.Q8WQEEykaM75KNfRssMG.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,0.5,249,665,519,345135,636,1196
REAL-BRIDGE-IMG-0637-ANN-001,REAL-BRIDGE-IMG-0637,data/bridge_image/Image_-479-_jpg.rf.SWpbeRlPCrOJcIdkGtse.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,6,155.5,432,130,56160,637,1197
REAL-BRIDGE-IMG-0638-ANN-001,REAL-BRIDGE-IMG-0638,data/bridge_image/721_png.rf.FK8MCxJ3CXA7nLLE8CLy.png,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,209.4,1,611.2,1020,623424,638,1198
REAL-BRIDGE-IMG-0638-ANN-002,REAL-BRIDGE-IMG-0638,data/bridge_image/721_png.rf.FK8MCxJ3CXA7nLLE8CLy.png,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,444,190.4,141.6,616.57,87306.312,638,1199
REAL-BRIDGE-IMG-0639-ANN-001,REAL-BRIDGE-IMG-0639,data/bridge_image/Image_-100-_jpg.rf.M6CTgTPEA6y4nzh1reUh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,64.5,320.5,100,131,13100,639,1200
REAL-BRIDGE-IMG-0639-ANN-002,REAL-BRIDGE-IMG-0639,data/bridge_image/Image_-100-_jpg.rf.M6CTgTPEA6y4nzh1reUh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,65.5,3,616,765,471240,639,1201
REAL-BRIDGE-IMG-0639-ANN-003,REAL-BRIDGE-IMG-0639,data/bridge_image/Image_-100-_jpg.rf.M6CTgTPEA6y4nzh1reUh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,581.5,305.5,41,165,6765,639,1202
REAL-BRIDGE-IMG-0640-ANN-001,REAL-BRIDGE-IMG-0640,data/bridge_image/103_22b58476-bedf-40b5-a27a-d1a146fd57b4_jpg.rf.rTAP7uEIDWms0XQfehp4.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1246,0,404,1440,581760,640,1203
REAL-BRIDGE-IMG-0641-ANN-001,REAL-BRIDGE-IMG-0641,data/bridge_image/103_78a98d52-0614-11ec-83b4-a85e4515a1df_jpg.rf.FJpwTGJ4Y3EuDVjkTkdh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1930,452,352,988,347776,641,1204
REAL-BRIDGE-IMG-0641-ANN-002,REAL-BRIDGE-IMG-0641,data/bridge_image/103_78a98d52-0614-11ec-83b4-a85e4515a1df_jpg.rf.FJpwTGJ4Y3EuDVjkTkdh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1578,452,138,870,120060,641,1205
REAL-BRIDGE-IMG-0641-ANN-003,REAL-BRIDGE-IMG-0641,data/bridge_image/103_78a98d52-0614-11ec-83b4-a85e4515a1df_jpg.rf.FJpwTGJ4Y3EuDVjkTkdh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,754,480,182,960,174720,641,1206
REAL-BRIDGE-IMG-0641-ANN-004,REAL-BRIDGE-IMG-0641,data/bridge_image/103_78a98d52-0614-11ec-83b4-a85e4515a1df_jpg.rf.FJpwTGJ4Y3EuDVjkTkdh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,536,466,90,230,20700,641,1207
REAL-BRIDGE-IMG-0641-ANN-005,REAL-BRIDGE-IMG-0641,data/bridge_image/103_78a98d52-0614-11ec-83b4-a85e4515a1df_jpg.rf.FJpwTGJ4Y3EuDVjkTkdh.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,482,268,958,256744,641,1208
REAL-BRIDGE-IMG-0642-ANN-001,REAL-BRIDGE-IMG-0642,data/bridge_image/103_96b4e7ad-e563-424c-8e82-2a2ed3c641a6_jpg.rf.pRA4pQhjlsjji7iaTZ3K.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1260.34,884.57,240.33,202.77,48731.714,642,1209
REAL-BRIDGE-IMG-0642-ANN-002,REAL-BRIDGE-IMG-0642,data/bridge_image/103_96b4e7ad-e563-424c-8e82-2a2ed3c641a6_jpg.rf.pRA4pQhjlsjji7iaTZ3K.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,119.19,812.61,410.8,163.36,67108.288,642,1210
REAL-BRIDGE-IMG-0643-ANN-001,REAL-BRIDGE-IMG-0643,data/bridge_image/Image_-750-_jpg.rf.GLJ58riDBUJa81E4NYdA.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,35.5,27.5,146,68,9928,643,1211
REAL-BRIDGE-IMG-0644-ANN-001,REAL-BRIDGE-IMG-0644,data/bridge_image/Image_156_8034104_jpg.rf.j0quIcyGxwQSHebwFKpy.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,1,54,665,916,609140,644,1212
REAL-BRIDGE-IMG-0645-ANN-001,REAL-BRIDGE-IMG-0645,data/bridge_image/1952.rf.L2YXt4oXQIg3SH2n8pFA.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,19.5,197.5,254,27,6858,645,1213
REAL-BRIDGE-IMG-0646-ANN-001,REAL-BRIDGE-IMG-0646,data/bridge_image/Image_157_3415208_jpg.rf.6MtuXKmxyFIoIcavYsB8.jpg,BR-REAL-IMAGE,bridge,bridge_surface,corrosion,moderate,29,172,637,827,526799,646,1214
REAL-BRIDGE-IMG-0647-ANN-001,REAL-BRIDGE-IMG-0647,data/bridge_image/104_38932954-4344-47b6-a751-7a079b5ca3e4_jpg.rf.6fRVn8tj3BDD9jNqqOyt.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,458,532,76,736,55936,647,1215
REAL-BRIDGE-IMG-0647-ANN-002,REAL-BRIDGE-IMG-0647,data/bridge_image/104_38932954-4344-47b6-a751-7a079b5ca3e4_jpg.rf.6fRVn8tj3BDD9jNqqOyt.jpg,BR-REAL-IMAGE,bridge,bridge_surface,exposed_rebar,high,1760,540,108,740,79920,647,1216
REAL-BRIDGE-IMG-0648-ANN-001,REAL-BRIDGE-IMG-0648,data/bridge_image/2348.rf.TkDDEUILFaO5XFsgDKug.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,262,0,32,408,13056,648,1217
REAL-BRIDGE-IMG-0649-ANN-001,REAL-BRIDGE-IMG-0649,data/bridge_image/3549.rf.VL0KSPJ0xLYUgqOfDu21.jpg,BR-REAL-IMAGE,bridge,bridge_surface,crack,moderate,177,0,62,416,25792,649,1218
REAL-BRIDGE-IMG-0650-ANN-001,REAL-BRIDGE-IMG-0650,data/bridge_image/103_73b91e91-67b3-4850-ac79-622849713d62_jpg.rf.G5gVifEiMMVrs4tYve6g.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1420,166,92,676,62192,650,1219
REAL-BRIDGE-IMG-0651-ANN-001,REAL-BRIDGE-IMG-0651,data/bridge_image/103_8d4938cd-26db-4f5a-b820-699a0d32d6cf_jpg.rf.R5QEhy7HdAbQhrzAZM72.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,376,950,284,102,28968,651,1220
REAL-BRIDGE-IMG-0651-ANN-002,REAL-BRIDGE-IMG-0651,data/bridge_image/103_8d4938cd-26db-4f5a-b820-699a0d32d6cf_jpg.rf.R5QEhy7HdAbQhrzAZM72.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,0,982,306,458,140148,651,1221
REAL-BRIDGE-IMG-0651-ANN-003,REAL-BRIDGE-IMG-0651,data/bridge_image/103_8d4938cd-26db-4f5a-b820-699a0d32d6cf_jpg.rf.R5QEhy7HdAbQhrzAZM72.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,88,542,200,222,44400,651,1222
REAL-BRIDGE-IMG-0651-ANN-004,REAL-BRIDGE-IMG-0651,data/bridge_image/103_8d4938cd-26db-4f5a-b820-699a0d32d6cf_jpg.rf.R5QEhy7HdAbQhrzAZM72.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1150,736,98,140,13720,651,1223
REAL-BRIDGE-IMG-0651-ANN-005,REAL-BRIDGE-IMG-0651,data/bridge_image/103_8d4938cd-26db-4f5a-b820-699a0d32d6cf_jpg.rf.R5QEhy7HdAbQhrzAZM72.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,720,788,328,404,132512,651,1224
REAL-BRIDGE-IMG-0651-ANN-006,REAL-BRIDGE-IMG-0651,data/bridge_image/103_8d4938cd-26db-4f5a-b820-699a0d32d6cf_jpg.rf.R5QEhy7HdAbQhrzAZM72.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1266,632,1294,808,1045552,651,1225
REAL-BRIDGE-IMG-0651-ANN-007,REAL-BRIDGE-IMG-0651,data/bridge_image/103_8d4938cd-26db-4f5a-b820-699a0d32d6cf_jpg.rf.R5QEhy7HdAbQhrzAZM72.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1794,544,110,74,8140,651,1226
REAL-BRIDGE-IMG-0651-ANN-008,REAL-BRIDGE-IMG-0651,data/bridge_image/103_8d4938cd-26db-4f5a-b820-699a0d32d6cf_jpg.rf.R5QEhy7HdAbQhrzAZM72.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1680,0,112,632,70784,651,1227
REAL-BRIDGE-IMG-0652-ANN-001,REAL-BRIDGE-IMG-0652,data/bridge_image/103_98e17e52-1509-49c9-8797-ae57114431d2_jpg.rf.SHS4WdkX9A1QE8b3kB3f.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,428.48,754.01,136.85,431.71,59079.513,652,1228
REAL-BRIDGE-IMG-0652-ANN-002,REAL-BRIDGE-IMG-0652,data/bridge_image/103_98e17e52-1509-49c9-8797-ae57114431d2_jpg.rf.SHS4WdkX9A1QE8b3kB3f.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1009.71,628.72,464.29,168.61,78283.937,652,1229
REAL-BRIDGE-IMG-0652-ANN-003,REAL-BRIDGE-IMG-0652,data/bridge_image/103_98e17e52-1509-49c9-8797-ae57114431d2_jpg.rf.SHS4WdkX9A1QE8b3kB3f.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,1594,468.82,966,395.18,381743.88,652,1230
REAL-BRIDGE-IMG-0652-ANN-004,REAL-BRIDGE-IMG-0652,data/bridge_image/103_98e17e52-1509-49c9-8797-ae57114431d2_jpg.rf.SHS4WdkX9A1QE8b3kB3f.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,753.76,596.75,220.25,60.59,13344.948,652,1231
REAL-BRIDGE-IMG-0652-ANN-005,REAL-BRIDGE-IMG-0652,data/bridge_image/103_98e17e52-1509-49c9-8797-ae57114431d2_jpg.rf.SHS4WdkX9A1QE8b3kB3f.jpg,BR-REAL-IMAGE,bridge,bridge_surface,leak,moderate,388.48,508.8,258.85,191.87,49665.55,652,1232
REAL-BRIDGE-IMG-0653-ANN-001,REAL-BRIDGE-IMG-0653,data/bridge_image/Image_-429-_jpg.rf.IDkdfVlKX8DdrR00AXCx.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,5,95,428,156,66768,653,1233
REAL-BRIDGE-IMG-0653-ANN-002,REAL-BRIDGE-IMG-0653,data/bridge_image/Image_-429-_jpg.rf.IDkdfVlKX8DdrR00AXCx.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,220.5,197.5,100,83,8300,653,1234
REAL-BRIDGE-IMG-0653-ANN-003,REAL-BRIDGE-IMG-0653,data/bridge_image/Image_-429-_jpg.rf.IDkdfVlKX8DdrR00AXCx.jpg,BR-REAL-IMAGE,bridge,bridge_surface,spalling,high,4.5,210,434,120,52080,653,1235
